#TYPE Microsoft.Management.Infrastructure.CimInstance#root/cimv2/Win32_Process
"ProcessName","Handles","VM","WS","Path","Caption","Description","InstallDate","Name","Status","CreationClassName","CreationDate","CSCreationClassName","CSName","ExecutionState","Handle","KernelModeTime","OSCreationClassName","OSName","Priority","TerminationDate","UserModeTime","WorkingSetSize","CommandLine","ExecutablePath","HandleCount","MaximumWorkingSetSize","MinimumWorkingSetSize","OtherOperationCount","OtherTransferCount","PageFaults","PageFileUsage","ParentProcessId","PeakPageFileUsage","PeakVirtualSize","PeakWorkingSetSize","PrivatePageCount","ProcessId","QuotaNonPagedPoolUsage","QuotaPagedPoolUsage","QuotaPeakNonPagedPoolUsage","QuotaPeakPagedPoolUsage","ReadOperationCount","ReadTransferCount","SessionId","ThreadCount","VirtualSize","WindowsVersion","WriteOperationCount","WriteTransferCount","PSComputerName"
"svchost.exe","208","2203430375424","14544896",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/1/2026 1:19:44 PM","Win32_ComputerSystem","DataFiles-Corp-",,"3504","937500","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"1093750","14544896",,,"208",,,"3045","67242","7090","2780","860","6952","2203436748800","18080","2846720","3504","12","128","28","210","6","77628","0","3","2203430375424","10.0.26200","0","0",
"svchost.exe","260","2203445522432","15626240",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/1/2026 1:19:44 PM","Win32_ComputerSystem","DataFiles-Corp-",,"6784","3593750","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"1250000","15626240",,,"260",,,"2683","55890","9745","3652","860","7928","2203454906368","23328","3739648","6784","16","142","22","223","54","82694","0","13","2203445522432","10.0.26200","2","131072",
"svchost.exe","221","2203454947328","19406848",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/1/2026 1:19:45 PM","Win32_ComputerSystem","DataFiles-Corp-",,"5440","2343750","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"4218750","19406848",,,"221",,,"1497","29976","10073","9156","860","11408","2203457044480","23228","9375744","5440","16","115","18","190","4","78650","0","12","2203454947328","10.0.26200","0","0",
"svchost.exe","218","2203422314496","13340672",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/1/2026 1:19:45 PM","Win32_ComputerSystem","DataFiles-Corp-",,"4976","625000","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"937500","13340672",,,"218",,,"941","22632","5643","3420","860","3540","2203424133120","14496","3502080","4976","15","89","15","90","2","232","0","11","2203422314496","10.0.26200","2","320",
"csrss.exe","492","2203456323584","7806976",,"csrss.exe","csrss.exe",,"csrss.exe",,"Win32_Process","9/1/2026 1:22:56 PM","Win32_ComputerSystem","DataFiles-Corp-",,"5236","45312500","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","13",,"3281250","7806976",,,"492",,,"12738","120014","31513","2512","5180","2936","2203487358976","58892","2572288","5236","22","233","24","288","1818","749919","2","14","2203456323584","10.0.26200","0","0",
"winlogon.exe","275","2203441160192","14069760","C:\Windows\system32\winlogon.exe","winlogon.exe","winlogon.exe",,"winlogon.exe",,"Win32_Process","9/1/2026 1:22:56 PM","Win32_ComputerSystem","DataFiles-Corp-",,"6096","625000","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","13",,"625000","14069760","winlogon.exe {F420ED59-D4EB-444D-9800-2DA695D00000}","C:\Windows\system32\winlogon.exe","275","1380","200","768","22510","10693","2600","5180","2988","2203456684032","27048","2662400","6096","1293","155","1307","176","2","45476","2","3","2203441160192","10.0.26200","0","0",
"dwm.exe","1074","2203736924160","139792384","C:\Windows\system32\dwm.exe","dwm.exe","dwm.exe",,"dwm.exe",,"Win32_Process","9/1/2026 1:22:56 PM","Win32_ComputerSystem","DataFiles-Corp-",,"5480","122500000","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","13",,"109062500","139792384","""dwm.exe""","C:\Windows\system32\dwm.exe","1074","1380","200","1985","68042","264221","66136","6096","84132","2203810656256","163120","67723264","5480","73","975","78","1195","59912","2029171","2","16","2203736924160","10.0.26200","0","0",
"fontdrvhost.exe","43","2203499053056","7999488","C:\Windows\system32\fontdrvhost.exe","fontdrvhost.exe","fontdrvhost.exe",,"fontdrvhost.exe",,"Win32_Process","9/1/2026 1:22:56 PM","Win32_ComputerSystem","DataFiles-Corp-",,"4012","468750","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"625000","7999488","""fontdrvhost.exe""","C:\Windows\system32\fontdrvhost.exe","43","1380","200","95","2294","4594","3524","6096","3524","2203499053056","8824","3608576","4012","10","242","10","242","1","2320","2","5","2203499053056","10.0.26200","0","0",
"svchost.exe","264","2203425189888","14708736",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/1/2026 1:22:57 PM","Win32_ComputerSystem","DataFiles-Corp-",,"2180","6718750","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"7812500","14708736",,,"264",,,"24504","5145803","12477","5332","860","6328","2203441917952","18792","5459968","2180","14","109","25","312","0","0","0","9","2203425189888","10.0.26200","0","0",
"rdpclip.exe","415","2203482251264","17215488","C:\Windows\System32\rdpclip.exe","rdpclip.exe","rdpclip.exe",,"rdpclip.exe",,"Win32_Process","9/1/2026 1:22:57 PM","Win32_ComputerSystem","DataFiles-Corp-",,"6636","36562500","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"9687500","17215488","rdpclip","C:\Windows\System32\rdpclip.exe","415","1380","200","1172","22358","8326","3680","4940","4052","2203485306880","22156","3768320","6636","16","207","54","221","66","1054875","2","12","2203482251264","10.0.26200","62","634",
"svchost.exe","355","2203462524928","24399872",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/1/2026 1:22:57 PM","Win32_ComputerSystem","DataFiles-Corp-",,"6436","1406250","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"2031250","24399872",,,"355",,,"803","21672","8791","5480","860","6212","2203466727424","27040","5611520","6436","16","200","42","202","45","120776","2","4","2203462524928","10.0.26200","113","248760",
"sihost.exe","778","2203557875712","36954112","C:\Windows\system32\sihost.exe","sihost.exe","sihost.exe",,"sihost.exe",,"Win32_Process","9/1/2026 1:22:57 PM","Win32_ComputerSystem","DataFiles-Corp-",,"6296","43281250","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"23125000","36954112","sihost.exe","C:\Windows\system32\sihost.exe","778","1380","200","58973","971114","20875","7720","2288","9316","2203568549888","51760","7905280","6296","26","383","30","401","287","1176087","2","13","2203557875712","10.0.26200","2","200",
"svchost.exe","144","2203428499456","9789440",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/1/2026 1:22:57 PM","Win32_ComputerSystem","DataFiles-Corp-",,"4596","625000","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"312500","9789440",,,"144",,,"131","3316","3739","2008","860","2352","2203431665664","11532","2056192","4596","10","118","11","119","0","0","2","3","2203428499456","10.0.26200","0","0",
"svchost.exe","482","2203528376320","29810688",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/1/2026 1:22:58 PM","Win32_ComputerSystem","DataFiles-Corp-",,"2560","3906250","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"2656250","29810688",,,"482",,,"1267","32456","15729","7944","860","9652","2203535196160","42452","8134656","2560","19","304","58","317","141","608477","2","5","2203528376320","10.0.26200","893","1876585",
"taskhostw.exe","313","2203492663296","22556672","C:\Windows\system32\taskhostw.exe","taskhostw.exe","taskhostw.exe",,"taskhostw.exe",,"Win32_Process","9/1/2026 1:22:58 PM","Win32_ComputerSystem","DataFiles-Corp-",,"5520","2343750","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"1875000","22556672","taskhostw.exe {222A245B-E637-4AE9-A93F-A59CA119A75E}","C:\Windows\system32\taskhostw.exe","313","1380","200","3776","66396","9946","6464","2172","6628","2203495591936","22076","6619136","5520","32","206","34","209","53","4326275","2","8","2203492663296","10.0.26200","327","7626752",
"svchost.exe","285","2203455856640","24625152",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/1/2026 1:22:58 PM","Win32_ComputerSystem","DataFiles-Corp-",,"5560","14843750","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"12812500","24625152",,,"285",,,"11438","494910","19040","3900","860","4880","2203468701696","28280","3993600","5560","16","170","19","185","0","0","0","7","2203455856640","10.0.26200","0","0",
"MicrosoftEdgeUpdate.exe","215","96276480","6180864","C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe","MicrosoftEdgeUpdate.exe","MicrosoftEdgeUpdate.exe",,"MicrosoftEdgeUpdate.exe",,"Win32_Process","9/1/2026 1:22:58 PM","Win32_ComputerSystem","DataFiles-Corp-",,"1704","625000","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"468750","6180864","""C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe"" /c","C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe","215","1380","200","756","17334","5971","2948","2172","3168","105414656","13664","3018752","1704","15","121","21","137","4","8601","0","4","96276480","10.0.26200","67","6264",
"explorer.exe","3465","2204203855872","241180672","C:\Windows\Explorer.EXE","explorer.exe","explorer.exe",,"explorer.exe",,"Win32_Process","9/1/2026 1:22:59 PM","Win32_ComputerSystem","DataFiles-Corp-",,"5572","156875000","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"140156250","241180672","C:\Windows\Explorer.EXE","C:\Windows\Explorer.EXE","3465","1380","200","109802","2560927","315010","118856","1244","159284","2204770951168","338860","121708544","5572","104","2326","164","3269","42149","13324273","2","55","2204203855872","10.0.26200","220","88079",
"ShellHost.exe","412","2203614912512","23044096","C:\Windows\System32\ShellHost.exe","ShellHost.exe","ShellHost.exe",,"ShellHost.exe",,"Win32_Process","9/1/2026 1:22:59 PM","Win32_ComputerSystem","DataFiles-Corp-",,"5024","937500","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"937500","23044096","""C:\Windows\System32\ShellHost.exe""","C:\Windows\System32\ShellHost.exe","412","1380","200","744","20330","11917","6632","6296","6884","2203619180544","42192","6791168","5024","20","429","22","437","1","4096","2","7","2203614912512","10.0.26200","0","0",
"svchost.exe","247","2203426676736","14147584",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/1/2026 1:23:00 PM","Win32_ComputerSystem","DataFiles-Corp-",,"5224","1718750","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"781250","14147584",,,"247",,,"2932","57608","5641","2340","860","2852","2203440967680","16568","2396160","5224","13","124","42","140","14","57344","0","2","2203426676736","10.0.26200","14","65536",
"CrossDeviceResume.exe","478","2203674517504","34185216","C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\CrossDeviceResume.exe","CrossDeviceResume.exe","CrossDeviceResume.exe",,"CrossDeviceResume.exe",,"Win32_Process","9/1/2026 1:23:00 PM","Win32_ComputerSystem","DataFiles-Corp-",,"492","1875000","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"1562500","34185216","""C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\CrossDeviceResume.exe"" /tileid MicrosoftWindows.Client.CBS_cw5n1h2txyewy!CrossDeviceResumeApp","C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\CrossDeviceResume.exe","478","1380","200","2115","44952","14882","8732","6296","10216","2203690291200","50416","8941568","492","25","460","27","468","8","67395","2","5","2203674517504","10.0.26200","0","0",
"svchost.exe","136","2203408068608","8568832",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/1/2026 1:23:02 PM","Win32_ComputerSystem","DataFiles-Corp-",,"7708","156250","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"468750","8568832",,,"136",,,"250","6482","4338","1796","860","2056","2203411214336","9444","1839104","7708","10","76","11","76","1","4367","0","3","2203408068608","10.0.26200","0","0",
"svchost.exe","383","2203503190016","31490048",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/1/2026 1:23:03 PM","Win32_ComputerSystem","DataFiles-Corp-",,"7884","2187500","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"3125000","31490048",,,"383",,,"1799","55326","12554","4572","860","5008","2203506868224","30984","4681728","7884","18","257","22","267","2","2394","2","6","2203503190016","10.0.26200","0","0",
"StartMenuExperienceHost.exe","1147","2215863152640","62115840","C:\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe","StartMenuExperienceHost.exe","StartMenuExperienceHost.exe",,"StartMenuExperienceHost.exe",,"Win32_Process","9/1/2026 1:23:05 PM","Win32_ComputerSystem","DataFiles-Corp-",,"2800","17656250","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"27812500","62115840","""C:\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe"" -ServerName:FullTrustApp.AppXykjsye98af63ez2annt9djke8trg8stn.mca","C:\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe","1147","1380","200","11125","267168","67693","77304","1008","104944","2215916146688","194560","79159296","2800","50","1220","99","1385","167","7250193","2","15","2215863152640","10.0.26200","947","244913",
"SearchHost.exe","1111","2259750682624","102088704","C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\SearchHost.exe","SearchHost.exe","SearchHost.exe",,"SearchHost.exe",,"Win32_Process","9/1/2026 1:23:05 PM","Win32_ComputerSystem","DataFiles-Corp-",,"3332","29375000","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"37656250","102088704","""C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\SearchHost.exe"" -ServerName:CortanaUI.AppXstmwaab17q5s3y22tp6apqz7a45vwv65.mca","C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\SearchHost.exe","1111","1380","200","14724","526170","73445","48648","1008","52152","2259852840960","139280","49815552","3332","49","1556","96","1695","13378","7954710","2","12","2259750682624","10.0.26200","13377","3713094",
"RuntimeBroker.exe","794","2203643502592","57012224",,"RuntimeBroker.exe","RuntimeBroker.exe",,"RuntimeBroker.exe",,"Win32_Process","9/1/2026 1:23:05 PM","Win32_ComputerSystem","DataFiles-Corp-",,"7224","16562500","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"14062500","57012224",,,"794",,,"16442","334030","40816","15284","1008","17628","2203678932992","61828","15650816","7224","37","509","51","585","181","309024","2","16","2203643502592","10.0.26200","2","320",
"Widgets.exe","802","2259448713216","57753600","C:\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_526.21100.40.0_x64__cw5n1h2txyewy\Dashboard\Widgets.exe","Widgets.exe","Widgets.exe",,"Widgets.exe",,"Win32_Process","9/1/2026 1:23:05 PM","Win32_ComputerSystem","DataFiles-Corp-",,"3548","8281250","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"5781250","57753600","""C:\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_526.21100.40.0_x64__cw5n1h2txyewy\Dashboard\Widgets.exe"" -ServerName:Microsoft.Windows.DashboardServer","C:\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_526.21100.40.0_x64__cw5n1h2txyewy\Dashboard\Widgets.exe","802","1380","200","5573","189322","30968","10064","1008","13716","2259485896704","66056","10305536","3548","34","436","151","474","769","546043","2","13","2259448713216","10.0.26200","789","1137821",
"svchost.exe","340","2203492667392","31723520",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/1/2026 1:23:06 PM","Win32_ComputerSystem","DataFiles-Corp-",,"4004","3281250","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"1562500","31723520",,,"340",,,"2977","45850","17184","4364","860","6556","2203496726528","32580","4468736","4004","18","247","21","264","223","102262","2","7","2203492667392","10.0.26200","0","0",
"msedgewebview2.exe","1215","2415297560576","83722240","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\152.0.4191.53\msedgewebview2.exe","msedgewebview2.exe","msedgewebview2.exe",,"msedgewebview2.exe",,"Win32_Process","9/1/2026 1:23:08 PM","Win32_ComputerSystem","DataFiles-Corp-",,"8336","16250000","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"28906250","83722240","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\152.0.4191.53\msedgewebview2.exe"" --embedded-browser-webview=1 --webview-exe-name=SearchHost.exe --webview-exe-version=2606.30004.100.0 --user-data-dir=""C:\Users\Mac\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\LocalState\EBWebView"" --noerrdialogs --disable-features=msSmartScreenProtection --edge-webview-enable-mojo-ipcz --enable-features=msEdgeFluentOverlayScrollbar --user-agent=""Mozilla/5.0 (Windows NT 10.0; Win64; x64; Cortana 1.18.9.23723; 10.0.0.0.26200.9168) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.26200 IsWebView2/True (WebView2Version 152.0.4191.53)"" --lang=en-US --mojo-named-platform-channel-pipe=3332.8312.3058854753742425209 /pfhostedapp:53135def134bec985cb2b266ec183dbcadf6fb77","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\152.0.4191.53\msedgewebview2.exe","1215","1380","200","22750","899352","67803","36236","3332","41820","2415376449536","117644","37105664","8336","54","1270","121","1290","12108","18721673","2","50","2415297560576","10.0.26200","10833","10085848",
"msedgewebview2.exe","181","2310945845248","15781888","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\152.0.4191.53\msedgewebview2.exe","msedgewebview2.exe","msedgewebview2.exe",,"msedgewebview2.exe",,"Win32_Process","9/1/2026 1:23:08 PM","Win32_ComputerSystem","DataFiles-Corp-",,"8380","156250","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"468750","15781888","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\152.0.4191.53\msedgewebview2.exe"" --type=crashpad-handler --user-data-dir=C:\Users\Mac\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\LocalState\EBWebView /prefetch:4 /pfhostedapp:53135def134bec985cb2b266ec183dbcadf6fb77 --monitor-self-annotation=ptype=crashpad-handler --database=C:\Users\Mac\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\LocalState\EBWebView\Crashpad --annotation=IsOfficialBuild=1 --annotation=channel= --annotation=chromium-version=152.0.7977.65 ""--annotation=exe=C:\Program Files (x86)\Microsoft\EdgeWebView\Application\152.0.4191.53\msedgewebview2.exe"" --annotation=plat=Win64 ""--annotation=prod=Edge WebView2"" --annotation=ver=152.0.4191.53 --initial-client-data=0x114,0x150,0x174,0x11c,0x17c,0x7fff775ce2a0,0x7fff775ce2b0,0x7fff775ce2c0","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\152.0.4191.53\msedgewebview2.exe","181","1380","200","414","6722","7244","2952","8336","3504","2311055228928","18872","3022848","8380","12","136","14","156","14","6024","2","8","2310945845248","10.0.26200","6","72",
"msedgewebview2.exe","429","2363004547072","48156672","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\152.0.4191.53\msedgewebview2.exe","msedgewebview2.exe","msedgewebview2.exe",,"msedgewebview2.exe",,"Win32_Process","9/1/2026 1:23:12 PM","Win32_ComputerSystem","DataFiles-Corp-",,"8668","4687500","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","10",,"1875000","48156672","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\152.0.4191.53\msedgewebview2.exe"" --type=gpu-process --noerrdialogs --user-agent=""Mozilla/5.0 (Windows NT 10.0; Win64; x64; Cortana 1.18.9.23723; 10.0.0.0.26200.9168) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.26200 IsWebView2/True (WebView2Version 152.0.4191.53)"" --user-data-dir=""C:\Users\Mac\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\LocalState\EBWebView"" --webview-exe-name=SearchHost.exe --webview-exe-version=2606.30004.100.0 --embedded-browser-webview=1 --gpu-preferences=WAAAAAAAAADgAAAEAAAAAAAAAAAAAGAAQAAAAAAAAAADAAAAAAAAADgAAAAAAAAAAAAAAAAAAAACAAAAAAAAAAAAAAAAAAAAKAAAAAAAAAAoAAAAAAAAAAgAAAAAAAAAEAAAAAIAAAABAAAAAAAAAAgAAAAAAAAACAAAAAAAAAA= --startup-read-main-dll --metrics-shmem-handle=1796,i,3658556005321735852,16946939711267210462,262144 --field-trial-handle=2088,i,9695849036427342587,16915395951069184405,262144 --enable-features=msEdgeFluentOverlayScrollbar --disable-features=msSmartScreenProtection --variations-seed-version --pseudonymization-salt-handle=2092,i,5932578890795951965,4333434559318591416,4 --trace-process-track-uuid=3190708988185955192 --mojo-platform-channel-handle=2084 /prefetch:2 /pfhostedapp:53135def134bec985cb2b266ec183dbcadf6fb77","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\152.0.4191.53\msedgewebview2.exe","429","1380","200","615","34712","42686","15868","8336","17420","2363053027328","57044","16248832","8668","24","933","49","962","2823","3431134","2","13","2363004547072","10.0.26200","1630","435448",
"msedgewebview2.exe","348","2363065286656","36933632","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\152.0.4191.53\msedgewebview2.exe","msedgewebview2.exe","msedgewebview2.exe",,"msedgewebview2.exe",,"Win32_Process","9/1/2026 1:23:12 PM","Win32_ComputerSystem","DataFiles-Corp-",,"8676","4375000","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"4687500","36933632","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\152.0.4191.53\msedgewebview2.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --noerrdialogs --user-agent=""Mozilla/5.0 (Windows NT 10.0; Win64; x64; Cortana 1.18.9.23723; 10.0.0.0.26200.9168) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.26200 IsWebView2/True (WebView2Version 152.0.4191.53)"" --user-data-dir=""C:\Users\Mac\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\LocalState\EBWebView"" --webview-exe-name=SearchHost.exe --webview-exe-version=2606.30004.100.0 --embedded-browser-webview=1 --startup-read-main-dll --metrics-shmem-handle=1976,i,15192490267387610495,6092176575963473249,524288 --field-trial-handle=2088,i,9695849036427342587,16915395951069184405,262144 --enable-features=msEdgeFluentOverlayScrollbar --disable-features=msSmartScreenProtection --variations-seed-version --pseudonymization-salt-handle=2092,i,5932578890795951965,4333434559318591416,4 --trace-process-track-uuid=3190708989122997041 --mojo-platform-channel-handle=2628 /prefetch:11 /pfhostedapp:53135def134bec985cb2b266ec183dbcadf6fb77","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\152.0.4191.53\msedgewebview2.exe","348","1380","200","9453","395113","19986","13660","8336","18472","2363161755648","43448","13987840","8676","21","941","153","1061","3282","3042241","2","18","2363065286656","10.0.26200","5900","4216102",
"msedgewebview2.exe","183","2362890264576","22487040","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\152.0.4191.53\msedgewebview2.exe","msedgewebview2.exe","msedgewebview2.exe",,"msedgewebview2.exe",,"Win32_Process","9/1/2026 1:23:12 PM","Win32_ComputerSystem","DataFiles-Corp-",,"8736","1250000","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"625000","22487040","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\152.0.4191.53\msedgewebview2.exe"" --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=service --noerrdialogs --user-agent=""Mozilla/5.0 (Windows NT 10.0; Win64; x64; Cortana 1.18.9.23723; 10.0.0.0.26200.9168) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.26200 IsWebView2/True (WebView2Version 152.0.4191.53)"" --user-data-dir=""C:\Users\Mac\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\LocalState\EBWebView"" --webview-exe-name=SearchHost.exe --webview-exe-version=2606.30004.100.0 --embedded-browser-webview=1 --startup-read-main-dll --metrics-shmem-handle=2436,i,15391305520672536273,11125925843826010859,524288 --field-trial-handle=2088,i,9695849036427342587,16915395951069184405,262144 --enable-features=msEdgeFluentOverlayScrollbar --disable-features=msSmartScreenProtection --variations-seed-version --pseudonymization-salt-handle=2092,i,5932578890795951965,4333434559318591416,4 --trace-process-track-uuid=3190708990060038890 --mojo-platform-channel-handle=2640 /prefetch:13 /pfhostedapp:53135def134bec985cb2b266ec183dbcadf6fb77","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\152.0.4191.53\msedgewebview2.exe","183","1380","200","124","8472","8480","8852","8336","9624","2362923819008","22064","9064448","8736","12","855","116","855","278","292549","2","10","2362890264576","10.0.26200","397","694046",
