#TYPE Microsoft.Management.Infrastructure.CimInstance#root/cimv2/Win32_Process
"ProcessName","Handles","VM","WS","Path","Caption","Description","InstallDate","Name","Status","CreationClassName","CreationDate","CSCreationClassName","CSName","ExecutionState","Handle","KernelModeTime","OSCreationClassName","OSName","Priority","TerminationDate","UserModeTime","WorkingSetSize","CommandLine","ExecutablePath","HandleCount","MaximumWorkingSetSize","MinimumWorkingSetSize","OtherOperationCount","OtherTransferCount","PageFaults","PageFileUsage","ParentProcessId","PeakPageFileUsage","PeakVirtualSize","PeakWorkingSetSize","PrivatePageCount","ProcessId","QuotaNonPagedPoolUsage","QuotaPagedPoolUsage","QuotaPeakNonPagedPoolUsage","QuotaPeakPagedPoolUsage","ReadOperationCount","ReadTransferCount","SessionId","ThreadCount","VirtualSize","WindowsVersion","WriteOperationCount","WriteTransferCount","PSComputerName"
"System Idle Process","0","8192","8192",,"System Idle Process","System Idle Process",,"System Idle Process",,"Win32_Process","9/2/2026 11:07:47 AM","Win32_ComputerSystem","DataFiles-Corp-",,"0","1031084531250","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","0",,"0","8192",,,"0",,,"0","0","9","60","0","60","8192","8","61440","0","1","0","1","0","0","0","0","6","8192","10.0.26200","0","0",
"System","2212","4575232","172032",,"System","System",,"System",,"Win32_Process","9/2/2026 11:07:47 AM","Win32_ComputerSystem","DataFiles-Corp-",,"4","1295781250","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"0","172032",,,"2212",,,"117936","9491487","20199","44","0","108","2199027830784","34044","45056","4","1","0","1","0","558","960256","0","166","4575232","10.0.26200","11311","623019598",
"Registry","0","102957056","58327040",,"Registry","Registry",,"Registry",,"Win32_Process","9/2/2026 11:07:46 AM","Win32_ComputerSystem","DataFiles-Corp-",,"96","10156250","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"0","58327040",,,"0",,,"339","3239","299277","936","4","39164","156434432","120660","958464","96","8","201","74","303","4","16384","0","4","102957056","10.0.26200","7437","101568512",
"smss.exe","58","2203376222208","1617920",,"smss.exe","smss.exe",,"smss.exe",,"Win32_Process","9/2/2026 11:07:47 AM","Win32_ComputerSystem","DataFiles-Corp-",,"456","781250","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","11",,"468750","1617920",,,"58",,,"607","18914","1137","1160","4","1288","2203385184256","1804","1187840","456","5","16","23","27","24","2845973","0","2","2203376222208","10.0.26200","13","24740",
"csrss.exe","696","2203434147840","7516160",,"csrss.exe","csrss.exe",,"csrss.exe",,"Win32_Process","9/2/2026 11:07:51 AM","Win32_ComputerSystem","DataFiles-Corp-",,"628","25156250","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","13",,"6875000","7516160",,,"696",,,"24830","670500","10070","2248","620","2572","2203436113920","7824","2301952","628","27","259","28","273","196","151161","0","11","2203434147840","10.0.26200","0","0",
"wininit.exe","168","2203410731008","10510336",,"wininit.exe","wininit.exe",,"wininit.exe",,"Win32_Process","9/2/2026 11:07:51 AM","Win32_ComputerSystem","DataFiles-Corp-",,"700","9218750","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","13",,"10156250","10510336",,,"168",,,"455","3904","22087","1920","620","2160","2203425226752","10872","1966080","700","13","85","16","105","2","36868","0","4","2203410731008","10.0.26200","0","0",
"csrss.exe","153","2203423133696","6766592",,"csrss.exe","csrss.exe",,"csrss.exe",,"Win32_Process","9/2/2026 11:07:51 AM","Win32_ComputerSystem","DataFiles-Corp-",,"708","11250000","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","13",,"8125000","6766592",,,"153",,,"1190","5052","6334","1824","692","2104","2203427852288","7252","1867776","708","12","119","13","127","48","36084","1","11","2203423133696","10.0.26200","0","0",
"winlogon.exe","222","2203457245184","15773696","C:\Windows\system32\winlogon.exe","winlogon.exe","winlogon.exe",,"winlogon.exe",,"Win32_Process","9/2/2026 11:07:51 AM","Win32_ComputerSystem","DataFiles-Corp-",,"764","468750","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","13",,"1093750","15773696","winlogon.exe","C:\Windows\system32\winlogon.exe","222","1380","200","256","269338","8860","2524","692","4044","2203463790592","15668","2584576","764","1292","141","1551","149","2","303084","1","4","2203457245184","10.0.26200","0","0",
"services.exe","649","2203402530816","12374016",,"services.exe","services.exe",,"services.exe",,"Win32_Process","9/2/2026 11:07:51 AM","Win32_ComputerSystem","DataFiles-Corp-",,"844","264843750","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","9",,"99062500","12374016",,,"649",,,"286475","280870","38929","5288","700","7484","2203502145536","12572","5414912","844","14","157","76","268","7","8484","0","10","2203402530816","10.0.26200","3","276",
"lsass.exe","2232","2203470278656","29179904",,"lsass.exe","lsass.exe",,"lsass.exe",,"Win32_Process","9/2/2026 11:07:51 AM","Win32_ComputerSystem","DataFiles-Corp-",,"864","429843750","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","9",,"500000000","29179904",,,"2232",,,"264384","15296114","586216","9080","700","12980","2203477635072","31912","9297920","864","26","222","282","347","3140","228367","0","11","2203470278656","10.0.26200","3631","9900589",
"svchost.exe","843","2203436367872","19501056",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/2/2026 11:07:52 AM","Win32_ComputerSystem","DataFiles-Corp-",,"984","22031250","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"17031250","19501056",,,"843",,,"19195","622532","16800","5744","844","6396","2203443204096","20140","5881856","984","17","424","25","427","2","4120","0","9","2203436367872","10.0.26200","1","65536",
"fontdrvhost.exe","43","2203392905216","4833280","C:\Windows\system32\fontdrvhost.exe","fontdrvhost.exe","fontdrvhost.exe",,"fontdrvhost.exe",,"Win32_Process","9/2/2026 11:07:52 AM","Win32_ComputerSystem","DataFiles-Corp-",,"1020","156250","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"0","4833280","""fontdrvhost.exe""","C:\Windows\system32\fontdrvhost.exe","43","1380","200","21","636","1557","1516","700","1604","2203396186112","5164","1552384","1020","8","45","9","45","0","0","0","5","2203392905216","10.0.26200","0","0",
"fontdrvhost.exe","43","2203391524864","4661248","C:\Windows\system32\fontdrvhost.exe","fontdrvhost.exe","fontdrvhost.exe",,"fontdrvhost.exe",,"Win32_Process","9/2/2026 11:07:52 AM","Win32_ComputerSystem","DataFiles-Corp-",,"564","156250","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"0","4661248","""fontdrvhost.exe""","C:\Windows\system32\fontdrvhost.exe","43","1380","200","11","348","1503","1384","764","1532","2203395731456","4980","1417216","564","8","43","9","43","0","0","1","5","2203391524864","10.0.26200","0","0",
"svchost.exe","886","2203417010176","16146432",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/2/2026 11:07:52 AM","Win32_ComputerSystem","DataFiles-Corp-",,"808","79843750","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"128750000","16146432",,,"886",,,"407","12579","355043","7328","844","9884","2203482509312","16476","7503872","808","22","122","160","124","0","0","0","11","2203417010176","10.0.26200","0","0",
"svchost.exe","297","2203416580096","12693504",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/2/2026 11:07:53 AM","Win32_ComputerSystem","DataFiles-Corp-",,"1000","38593750","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"35625000","12693504",,,"297",,,"125","1226","32692","2612","844","2684","2203418689536","12716","2674688","1000","16","132","17","134","0","0","0","6","2203416580096","10.0.26200","0","0",
"LogonUI.exe","753","2203664420864","69406720","C:\Windows\system32\LogonUI.exe","LogonUI.exe","LogonUI.exe",,"LogonUI.exe",,"Win32_Process","9/2/2026 11:07:53 AM","Win32_ComputerSystem","DataFiles-Corp-",,"1048","53593750","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","13",,"36093750","69406720","""LogonUI.exe"" /flags:0x2 /state0:0xa3bd2855 /state1:0x41c64e6d","C:\Windows\system32\LogonUI.exe","753","1380","200","85882","44104","105877","13708","764","19220","2203670831104","75248","14036992","1048","36","579","51","597","11","69124","1","16","2203664420864","10.0.26200","2","4256",
"dwm.exe","742","2203559374848","32612352","C:\Windows\system32\dwm.exe","dwm.exe","dwm.exe",,"dwm.exe",,"Win32_Process","9/2/2026 11:07:53 AM","Win32_ComputerSystem","DataFiles-Corp-",,"1056","47656250","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","13",,"159062500","32612352","""dwm.exe""","C:\Windows\system32\dwm.exe","742","1380","200","1129","29358","20590","15368","764","22368","2203564101632","53868","15736832","1056","25","385","124","402","2","424376","1","18","2203559374848","10.0.26200","0","0",
"svchost.exe","304","2203431399424","15839232",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/2/2026 11:07:54 AM","Win32_ComputerSystem","DataFiles-Corp-",,"1228","25468750","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"41875000","15839232",,,"304",,,"2758","21414","53205","4872","844","17408","2203433590784","28064","4988928","1228","11","90","12","99","127295","65012584","0","6","2203431399424","10.0.26200","62263","18358152",
"svchost.exe","202","2203409342464","11702272",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/2/2026 11:07:54 AM","Win32_ComputerSystem","DataFiles-Corp-",,"1372","781250","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"781250","11702272",,,"202",,,"147","3470","7723","1940","844","2508","2203417731072","12112","1986560","1372","12","85","28","85","0","0","0","2","2203409342464","10.0.26200","0","0",
"svchost.exe","122","2203411193856","7823360",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/2/2026 11:07:54 AM","Win32_ComputerSystem","DataFiles-Corp-",,"1408","26250000","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"30156250","7823360",,,"122",,,"29","940","2669","1384","844","1588","2203414351872","8096","1417216","1408","8","65","9","65","0","0","0","3","2203411193856","10.0.26200","0","0",
"svchost.exe","119","2203403243520","7254016",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/2/2026 11:07:54 AM","Win32_ComputerSystem","DataFiles-Corp-",,"1416","937500","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"468750","7254016",,,"119",,,"36","940","6524","1412","844","1688","2203406401536","7572","1445888","1416","9","64","10","64","0","0","0","4","2203403243520","10.0.26200","0","0",
"svchost.exe","216","2203405180928","8163328",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/2/2026 11:07:54 AM","Win32_ComputerSystem","DataFiles-Corp-",,"1424","1406250","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"625000","8163328",,,"216",,,"54","1092","7121","1528","844","1932","2203409387520","8544","1564672","1424","9","84","10","86","0","0","0","2","2203405180928","10.0.26200","0","0",
"svchost.exe","141","2203403911168","9211904",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/2/2026 11:07:54 AM","Win32_ComputerSystem","DataFiles-Corp-",,"1500","23281250","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","10",,"25937500","9211904",,,"141",,,"66866","2411724","21007","4280","844","4360","2203406020608","10320","4382720","1500","22","63","24","64","0","0","0","5","2203403911168","10.0.26200","0","0",
"svchost.exe","765","2203432742912","19484672",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/2/2026 11:07:54 AM","Win32_ComputerSystem","DataFiles-Corp-",,"1524","9843750","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"9375000","19484672",,,"765",,,"2377","111777","46454","4368","844","6600","2203464200192","21308","4472832","1524","20","153","90","156","1","116","0","8","2203432742912","10.0.26200","1","160",
"svchost.exe","154","2203409125376","10330112",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/2/2026 11:07:54 AM","Win32_ComputerSystem","DataFiles-Corp-",,"1576","75000000","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"84687500","10330112",,,"154",,,"87","1494","481616","2036","844","2172","2203412283392","10444","2084864","1576","11","72","12","73","26368","949220","0","6","2203409125376","10.0.26200","26367","949212",
"svchost.exe","137","2203406024704","8515584",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/2/2026 11:07:54 AM","Win32_ComputerSystem","DataFiles-Corp-",,"1584","27812500","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"13281250","8515584",,,"137",,,"54","1342","13990","1632","844","1832","2203409182720","8740","1671168","1584","10","69","11","70","144836","376568448","0","4","2203406024704","10.0.26200","144835","372012156",
"svchost.exe","120","2203404414976","7974912",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/2/2026 11:07:54 AM","Win32_ComputerSystem","DataFiles-Corp-",,"1600","156250","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"625000","7974912",,,"120",,,"53","1342","3346","1444","844","1716","2203408621568","8216","1478656","1600","9","68","10","68","2","52","0","3","2203404414976","10.0.26200","1","36",
"svchost.exe","127","2203405467648","7933952",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/2/2026 11:07:54 AM","Win32_ComputerSystem","DataFiles-Corp-",,"1668","9062500","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"5000000","7933952",,,"127",,,"59","1342","2726","1528","844","1808","2203408625664","8316","1564672","1668","9","68","10","68","10570","465040","0","4","2203405467648","10.0.26200","10569","465028",
